Predicted Yaw,Predicted Pitch,Actual Yaw,Actual Pitch,Angular Error
-0.19148705899715424,0.21209724247455597,-0.253827840089798,0.20542214810848236,3.592280864715576
-0.10534379631280899,0.027818500995635986,-0.1139226108789444,0.024432335048913956,0.528434157371521
-0.13448165357112885,0.40082913637161255,-0.1296362280845642,0.38695162534713745,0.8421961665153503
-0.14664219319820404,-0.17671653628349304,-0.12703803181648254,-0.12313040345907211,3.2692737579345703
-0.11028405278921127,-0.2975808382034302,-0.09235472232103348,-0.30968329310417175,1.2394049167633057
-0.22368918359279633,0.03133523464202881,-0.2012673020362854,0.058737367391586304,2.0286407470703125
-0.19044016301631927,0.11616255342960358,-0.18520812690258026,0.1543683260679245,2.2094602584838867
-0.03959242254495621,0.08430097997188568,-0.06968192011117935,0.12459757179021835,2.88146710395813
-0.29086339473724365,-0.3103928565979004,-0.26355645060539246,-0.31132668256759644,1.565487265586853
-0.1981079876422882,0.07065555453300476,-0.2115696519613266,0.1226022019982338,3.0746383666992188
-0.16150963306427002,0.007565602660179138,-0.14559726417064667,0.026938797906041145,1.436427116394043
-0.13079708814620972,-0.26551520824432373,-0.04771469160914421,-0.26801958680152893,4.76243257522583
-0.20838721096515656,0.1394229680299759,-0.1925932615995407,0.11054956167936325,1.8856512308120728
-0.038417570292949677,-0.15976741909980774,-0.023666368797421455,-0.191693514585495,2.015047550201416
-0.08777878433465958,-0.04323672503232956,-0.10424485057592392,-0.04538171365857124,0.951407253742218
-0.19126227498054504,-0.14455170929431915,-0.18814976513385773,-0.13263393938541412,0.7057410478591919
-0.11017773300409317,0.203651562333107,-0.08447902649641037,0.1636720895767212,2.723076105117798
-0.16330119967460632,-0.2559666037559509,-0.13567876815795898,-0.163653165102005,5.520878791809082
-0.22742797434329987,-0.026004374027252197,-0.2234608232975006,-0.00014042532711755484,1.4992260932922363
-0.21433913707733154,0.2834898829460144,-0.22016200423240662,0.3650660216808319,4.6858601570129395
-0.11549019068479538,0.17321491241455078,-0.11422822624444962,0.11933741718530655,3.0877997875213623
-0.19860202074050903,0.3113720417022705,-0.17600327730178833,0.2929378151893616,1.67095947265625
-0.31277626752853394,0.14305837452411652,-0.26946479082107544,0.11116787791252136,3.08168625831604
-0.2536585032939911,0.2816562056541443,-0.24890659749507904,0.2814927101135254,0.27242526412010193
-0.13593213260173798,-0.1322316974401474,-0.1180228665471077,-0.09817935526371002,2.2044389247894287
-0.46619242429733276,0.2003667801618576,-0.4201452434062958,0.2505127191543579,3.900726795196533
-0.39016926288604736,-0.23770774900913239,-0.36093899607658386,-0.19412203133106232,3.0068678855895996
