Predicted Yaw,Predicted Pitch,Actual Yaw,Actual Pitch,Angular Error
-0.197518453001976,0.010638794861733913,-0.20000000298023224,0.0,0.6259207725524902
-0.22174207866191864,-0.005759739316999912,-0.20000000298023224,0.0,1.2886996269226074
-0.2018166482448578,0.020397722721099854,-0.20000000298023224,0.0,1.17332923412323
-0.18654611706733704,0.008455364964902401,-0.20000000298023224,0.0,0.9104446172714233
-0.20058755576610565,-0.004004181362688541,-0.20000000298023224,0.0,0.23187939822673798
-0.20119057595729828,0.006714611314237118,-0.20000000298023224,0.0,0.3907197117805481
-0.18789759278297424,0.016916029155254364,-0.20000000298023224,0.0,1.1917251348495483
-0.2161557823419571,0.005211195908486843,-0.20000000298023224,0.0,0.9726214408874512
-0.2090652734041214,-0.01890219748020172,-0.20000000298023224,0.0,1.2011253833770752
-0.20340824127197266,0.014109819196164608,-0.20000000298023224,0.0,0.8316835165023804
-0.21559982001781464,0.003156370483338833,-0.20000000298023224,0.0,0.9119158983230591
-0.2152651846408844,-0.012613960541784763,-0.20000000298023224,0.0,1.134597897529602
-0.2042824625968933,-0.0020017558708786964,-0.20000000298023224,0.0,0.2708490192890167
-0.1871371567249298,0.0012394031509757042,-0.20000000298023224,0.0,0.7404001355171204
-0.19830669462680817,-0.0031318971887230873,-0.20000000298023224,0.0,0.20399287343025208
-0.18825796246528625,-0.019536882638931274,-0.20000000298023224,0.0,1.305998682975769
-0.1920676827430725,-0.013936423696577549,-0.20000000298023224,0.0,0.9187813997268677
-0.20927725732326508,0.0044686635956168175,-0.20000000298023224,0.0,0.5899974703788757
-0.19310227036476135,-0.00251582358032465,-0.20000000298023224,0.0,0.4206778109073639
-0.2003396451473236,-0.023842543363571167,-0.20000000298023224,0.0,1.366215705871582
-0.1897767186164856,0.003907500766217709,-0.20000000298023224,0.0,0.6270790100097656
-0.2043595016002655,0.010719931684434414,-0.20000000298023224,0.0,0.6630539298057556
-0.19853150844573975,0.00718895997852087,-0.20000000298023224,0.0,0.42040276527404785
-0.1997903436422348,0.0011097779497504234,-0.20000000298023224,0.0,0.0647103562951088
-0.19654475152492523,-0.008521408773958683,-0.20000000298023224,0.0,0.5268507599830627
-0.2015373557806015,-0.001210012473165989,-0.20000000298023224,0.0,0.11209467798471451
-0.21042494475841522,-0.007107236422598362,-0.20000000298023224,0.0,0.7229088544845581
-0.20692670345306396,0.027919918298721313,-0.20000000298023224,0.0,1.6481887102127075
-0.19966116547584534,0.016962796449661255,-0.20000000298023224,0.0,0.9720904231071472
-0.18730297684669495,0.009064613841474056,-0.20000000298023224,0.0,0.893854022026062
-0.20670534670352936,0.013154312036931515,-0.20000000298023224,0.0,0.8459572792053223
-0.19890901446342468,0.0107148801907897,-0.20000000298023224,0.0,0.6170915365219116
-0.19949233531951904,0.002627580426633358,-0.20000000298023224,0.0,0.15333347022533417
-0.19734948873519897,0.008288792334496975,-0.20000000298023224,0.0,0.4986026883125305
-0.1892910897731781,-0.0009213248267769814,-0.20000000298023224,0.0,0.6158420443534851
-0.20015019178390503,-0.014028073288500309,-0.20000000298023224,0.0,0.8037954568862915
-0.20424789190292358,-0.007653162814676762,-0.20000000298023224,0.0,0.5015114545822144
-0.1978919953107834,-0.01017224881798029,-0.20000000298023224,0.0,0.5952100157737732
-0.17615559697151184,0.019063718616962433,-0.20000000298023224,0.0,1.749146580696106
-0.20017653703689575,-0.0026663923636078835,-0.20000000298023224,0.0,0.15310749411582947
-0.1805172562599182,-0.0073788100853562355,-0.20000000298023224,0.0,1.1936572790145874
-0.1855766773223877,-0.00690262857824564,-0.20000000298023224,0.0,0.9161568284034729
-0.1891491413116455,-0.005229816772043705,-0.20000000298023224,0.0,0.6901518106460571
-0.20133407413959503,0.0037428876385092735,-0.20000000298023224,0.0,0.22766660153865814
-0.19620412588119507,0.009375362657010555,-0.20000000298023224,0.0,0.5795267224311829
-0.19640186429023743,0.017848633229732513,-0.20000000298023224,0.0,1.0432243347167969
-0.20466937124729156,-0.001987115480005741,-0.20000000298023224,0.0,0.2907535135746002
-0.19692662358283997,-0.004690275527536869,-0.20000000298023224,0.0,0.3212875425815582
-0.19986778497695923,-0.002964192070066929,-0.20000000298023224,0.0,0.17000456154346466
-0.19222959876060486,-0.008458898402750492,-0.20000000298023224,0.0,0.658109188079834
-0.202462300658226,-0.0036063650622963905,-0.20000000298023224,0.0,0.2501981258392334
-0.21135768294334412,-0.011618063785135746,-0.20000000298023224,0.0,0.9309045076370239
-0.19928163290023804,-0.008331880904734135,-0.20000000298023224,0.0,0.479152649641037
-0.20815306901931763,0.004159136675298214,-0.20000000298023224,0.0,0.5244079232215881
-0.2156064510345459,0.015400967560708523,-0.20000000298023224,0.0,1.2562693357467651
-0.1819145530462265,0.043028026819229126,-0.20000000298023224,0.0,2.674243211746216
-0.20589062571525574,-0.03170328587293625,-0.20000000298023224,0.0,1.8475538492202759
-0.2055947631597519,0.0016136756166815758,-0.20000000298023224,0.0,0.33362331986427307
-0.20517316460609436,-0.017817050218582153,-0.20000000298023224,0.0,1.063001036643982
-0.2050645649433136,0.005168675445020199,-0.20000000298023224,0.0,0.4146132469177246
-0.20306147634983063,-0.0011885249987244606,-0.20000000298023224,0.0,0.18816418945789337
-0.19404089450836182,0.009152627550065517,-0.20000000298023224,0.0,0.6257621645927429
-0.20924623310565948,-0.010995552875101566,-0.20000000298023224,0.0,0.823137104511261
-0.18956902623176575,-0.02127659320831299,-0.20000000298023224,0.0,1.357678771018982
-0.19164007902145386,-0.0005953768268227577,-0.20000000298023224,0.0,0.4802015423774719
-0.18108591437339783,0.029223263263702393,-0.20000000298023224,0.0,1.9944708347320557
-0.19774268567562103,0.012947558425366879,-0.20000000298023224,0.0,0.7530304193496704
-0.20014119148254395,0.013305111788213253,-0.20000000298023224,0.0,0.762369692325592
-0.20126654207706451,0.0064282407984137535,-0.20000000298023224,0.0,0.3753919005393982
-0.20970945060253143,-0.003229529596865177,-0.20000000298023224,0.0,0.5862767696380615
-0.20448452234268188,-0.0071356529369950294,-0.20000000298023224,0.0,0.48287954926490784
-0.20221281051635742,-0.006761969067156315,-0.20000000298023224,0.0,0.4076494872570038
-0.18985940515995026,0.009720205329358578,-0.20000000298023224,0.0,0.8048254251480103
-0.20747484266757965,-0.022785574197769165,-0.20000000298023224,0.0,1.3739711046218872
-0.1970270574092865,-0.006252736784517765,-0.20000000298023224,0.0,0.39668846130371094
-0.1952795386314392,0.0016829511150717735,-0.20000000298023224,0.0,0.2871376872062683
-0.21043157577514648,-0.01567751169204712,-0.20000000298023224,0.0,1.078930139541626
-0.2065148800611496,0.0017020469531416893,-0.20000000298023224,0.0,0.3858035206794739
-0.1859291046857834,-0.001387537457048893,-0.20000000298023224,0.0,0.8101133108139038
-0.1933593899011612,-0.005093381740152836,-0.20000000298023224,0.0,0.47950878739356995
-0.20441342890262604,0.014810151420533657,-0.20000000298023224,0.0,0.8854356408119202
-0.20917463302612305,-0.019195660948753357,-0.20000000298023224,0.0,1.2189968824386597
-0.1978001892566681,0.034090787172317505,-0.20000000298023224,0.0,1.9573205709457397
-0.20233994722366333,0.0029332851991057396,-0.20000000298023224,0.0,0.21498902142047882
-0.18825285136699677,-0.01932366192340851,-0.20000000298023224,0.0,1.2956949472427368
-0.20992667973041534,-0.004623935557901859,-0.20000000298023224,0.0,0.6274337768554688
-0.19970722496509552,-0.017765410244464874,-0.20000000298023224,0.0,1.0180212259292603
-0.1998041570186615,0.0040175532922148705,-0.20000000298023224,0.0,0.2304621934890747
-0.19682927429676056,0.012273951433598995,-0.20000000298023224,0.0,0.7263320088386536
-0.20168615877628326,-0.007992000319063663,-0.20000000298023224,0.0,0.4679883122444153
-0.19422130286693573,0.0009115925058722496,-0.20000000298023224,0.0,0.33518949151039124
-0.19535893201828003,-0.020423054695129395,-0.20000000298023224,0.0,1.199988603591919
-0.2052454650402069,-0.012432158924639225,-0.20000000298023224,0.0,0.7731183171272278
-0.1992405354976654,-0.005357326008379459,-0.20000000298023224,0.0,0.31002119183540344
-0.19890455901622772,0.007592654787003994,-0.20000000298023224,0.0,0.43953150510787964
-0.19709515571594238,-0.0037932852283120155,-0.20000000298023224,0.0,0.27374646067619324
-0.20464608073234558,-0.004072518087923527,-0.20000000298023224,0.0,0.353990763425827
-0.20388107001781464,0.014407782815396786,-0.20000000298023224,0.0,0.8549306988716125
-0.1915888637304306,0.0027563711628317833,-0.20000000298023224,0.0,0.5071399807929993
-0.18670184910297394,-0.0012627029791474342,-0.20000000298023224,0.0,0.7653551697731018
-0.2039063572883606,-0.0035554924979805946,-0.20000000298023224,0.0,0.3026450276374817
-0.18501070141792297,0.010870574973523617,-0.20000000298023224,0.0,1.0608983039855957
-0.1996210515499115,-0.003401012159883976,-0.20000000298023224,0.0,0.19606953859329224
-0.2036345899105072,-0.013072662986814976,-0.20000000298023224,0.0,0.7774189114570618
